"Compound","Tanimoto_SC_ref0_AB","Tanimoto_SC_ref1_AB","Tversky_SC_ref0_AB","Tversky_SC_ref1_AB","Carbó_SC_ref0_AB","Carbó_SC_ref1_AB","Structure of SMILES [idcode]","SMILES"
"decoy_3432","0.360527","0.420108","0.755195","0.744122","0.405754","0.419491","f`qq@@DN|AIeYUgUV]yjP`dX`PI@","O=C(/C=C/c1cn[nH]c1)Nc1ccccc1"
"decoy_3433","0.363026","0.4002","0.65252","0.641756","0.395111","0.39858","fj}PR@NBXhNPAFRJIRiSQISIDizNRuJuL@QUD@@","O=C(NNC(=O)c1cccs1)c1ccc2c(c1)OCCO2"
"decoy_3434","0.353171","0.467972","0.576432","0.65555","0.378517","0.436917","fhiPR@NJ`bU`AFRREKJYJITYxJuUMUURJPr@@","O=C(NC[C@H]1CCCO1)N[C@@H]1CCS(=O)(=O)C1"
"decoy_3435","0.244919","0.301403","0.646099","0.671523","0.316394","0.336301","dk]HpLg`BDBCBDfUWeJmMjViZ`bh","OC1=NC(=S)S/C1=C/c1cscn1"
"decoy_3436","0.286173","0.352409","0.581717","0.586514","0.348621","0.363843","fhy``@M@CdbbTRQtRUNBUxMADQUUEBb@@","c1ccc2c(c1)C[C@H](CN1CCOCC1)CO2"
"decoy_3437","0.267299","0.3742","0.547522","0.708895","0.325123","0.377873","fhia@@D@RYVUYwU[pVjB@@@@@@","O=C(CCc1ccccc1)Nc1ccccc1"
"decoy_3438","0.341002","0.43218","0.522281","0.55538","0.361912","0.380341","fhiaB@JJ@DIRjzkJtYxMUUU@A@@@","c1ccc(OCCC[N@@]2CCCSCC2)cc1"
"decoy_3439","0.339495","0.487864","0.544776","0.669743","0.371499","0.468903","fluh@@@PyzJTl{JkvxHYtTmMPPPtqPq@@","C1=C(CNCc2cc[nH]n2)N=N[C@@H]1c1ccccc1"
"decoy_344","0.35593","0.444777","0.661153","0.693656","0.390527","0.433102","fb}H@@@RBeJYYwyVvcAJ}ENP@@b@HhA@@","c1ccc2c(Nc3ccc4cn[nH]c4c3)ccnc2c1"
"decoy_3440","0.28284","0.35808","0.429236","0.61878","0.340836","0.387873","fng``@D`IdTTRTfRRTSRcI\EZKd~CUkUUTEAUUEDQBhiRt@@","O=C1CC[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CC[N@@]3CC2CC2)[C@H]1O5"
